#TGICL_NAME	CONTIG_NAME
CL1000Contig1	HCGP-BT-CO_00001
CL5915Contig1	HCGP-BT-CO_05800
CL5916Contig1	HCGP-BT-CO_05801
CL5917Contig1	HCGP-BT-CO_05802
CL5918Contig1	HCGP-BT-CO_05803
CL5919Contig1	HCGP-BT-CO_05804
CL591Contig1	HCGP-BT-CO_05805
CL5920Contig1	HCGP-BT-CO_05806
CL5921Contig1	HCGP-BT-CO_05807
CL5923Contig1	HCGP-BT-CO_05808
CL5925Contig1	HCGP-BT-CO_05809
CL5926Contig1	HCGP-BT-CO_05810
CL5927Contig1	HCGP-BT-CO_05811
CL5928Contig1	HCGP-BT-CO_05812
CL5929Contig1	HCGP-BT-CO_05813
CL592Contig1	HCGP-BT-CO_05814
CL592Contig2	HCGP-BT-CO_05815
CL5930Contig1	HCGP-BT-CO_05816
CL5931Contig1	HCGP-BT-CO_05817
CL5932Contig1	HCGP-BT-CO_05818
CL5933Contig1	HCGP-BT-CO_05819
CL5934Contig1	HCGP-BT-CO_05820
CL5935Contig1	HCGP-BT-CO_05821
CL5937Contig1	HCGP-BT-CO_05822
CL5938Contig1	HCGP-BT-CO_05823
CL5939Contig1	HCGP-BT-CO_05824
CL593Contig1	HCGP-BT-CO_05825
CL5940Contig1	HCGP-BT-CO_05826
CL5941Contig1	HCGP-BT-CO_05827
CL5942Contig1	HCGP-BT-CO_05828
CL5943Contig1	HCGP-BT-CO_05829
CL5944Contig1	HCGP-BT-CO_05830
CL5945Contig1	HCGP-BT-CO_05831
CL5946Contig1	HCGP-BT-CO_05832
CL5947Contig1	HCGP-BT-CO_05833
CL5948Contig1	HCGP-BT-CO_05834
CL5949Contig1	HCGP-BT-CO_05835
CL5950Contig1	HCGP-BT-CO_05836
CL5951Contig1	HCGP-BT-CO_05837
CL5952Contig1	HCGP-BT-CO_05838
CL5953Contig1	HCGP-BT-CO_05839
CL5954Contig1	HCGP-BT-CO_05840
CL5955Contig1	HCGP-BT-CO_05841
CL5956Contig1	HCGP-BT-CO_05842
CL5957Contig1	HCGP-BT-CO_05843
CL5959Contig1	HCGP-BT-CO_05844
CL595Contig1	HCGP-BT-CO_05845
CL5960Contig1	HCGP-BT-CO_05846
CL5961Contig1	HCGP-BT-CO_05847
CL5962Contig1	HCGP-BT-CO_05848
CL5963Contig1	HCGP-BT-CO_05849
CL5964Contig1	HCGP-BT-CO_05850
CL5965Contig1	HCGP-BT-CO_05851
CL5966Contig1	HCGP-BT-CO_05852
CL5967Contig1	HCGP-BT-CO_05853
CL5968Contig1	HCGP-BT-CO_05854
CL5969Contig1	HCGP-BT-CO_05855
CL5970Contig1	HCGP-BT-CO_05856
CL5971Contig1	HCGP-BT-CO_05857
CL5972Contig1	HCGP-BT-CO_05858
CL5973Contig1	HCGP-BT-CO_05859
CL5974Contig1	HCGP-BT-CO_05860
CL5975Contig1	HCGP-BT-CO_05861
CL5976Contig1	HCGP-BT-CO_05862
CL5977Contig1	HCGP-BT-CO_05863
CL5978Contig1	HCGP-BT-CO_05864
CL597Contig1	HCGP-BT-CO_05865
CL5980Contig1	HCGP-BT-CO_05866
CL5981Contig1	HCGP-BT-CO_05867
CL5982Contig1	HCGP-BT-CO_05868
CL5983Contig1	HCGP-BT-CO_05869
CL5984Contig1	HCGP-BT-CO_05870
CL5985Contig1	HCGP-BT-CO_05871
CL5986Contig1	HCGP-BT-CO_05872
CL5987Contig1	HCGP-BT-CO_05873
CL5989Contig1	HCGP-BT-CO_05874
CL598Contig1	HCGP-BT-CO_05875
CL598Contig2	HCGP-BT-CO_05876
CL5990Contig1	HCGP-BT-CO_05877
CL5991Contig1	HCGP-BT-CO_05878
CL5992Contig1	HCGP-BT-CO_05879
CL5993Contig1	HCGP-BT-CO_05880
CL5994Contig1	HCGP-BT-CO_05881
CL5995Contig1	HCGP-BT-CO_05882
CL5996Contig1	HCGP-BT-CO_05883
CL5997Contig1	HCGP-BT-CO_05884
CL5998Contig1	HCGP-BT-CO_05885
CL5999Contig1	HCGP-BT-CO_05886
CL599Contig1	HCGP-BT-CO_05887
CL59Contig1	HCGP-BT-CO_05888
CL59Contig2	HCGP-BT-CO_05889
CL5Contig1	HCGP-BT-CO_05890
CL5Contig2	HCGP-BT-CO_05891
CL5Contig3	HCGP-BT-CO_05892
CL5Contig4	HCGP-BT-CO_05893
CL5Contig5	HCGP-BT-CO_05894
CL5Contig6	HCGP-BT-CO_05895
CL6000Contig1	HCGP-BT-CO_05896
CL6001Contig1	HCGP-BT-CO_05897
CL6002Contig1	HCGP-BT-CO_05898
CL6003Contig1	HCGP-BT-CO_05899
CL6004Contig1	HCGP-BT-CO_05900
CL6006Contig1	HCGP-BT-CO_05901
CL6008Contig1	HCGP-BT-CO_05902
CL6009Contig1	HCGP-BT-CO_05903
CL600Contig1	HCGP-BT-CO_05904
CL600Contig2	HCGP-BT-CO_05905
CL600Contig3	HCGP-BT-CO_05906
CL6010Contig1	HCGP-BT-CO_05907
CL6011Contig1	HCGP-BT-CO_05908
CL6012Contig1	HCGP-BT-CO_05909
CL6013Contig1	HCGP-BT-CO_05910
CL6014Contig1	HCGP-BT-CO_05911
CL6015Contig1	HCGP-BT-CO_05912
CL6016Contig1	HCGP-BT-CO_05913
CL6017Contig1	HCGP-BT-CO_05914
CL6018Contig1	HCGP-BT-CO_05915
CL601Contig1	HCGP-BT-CO_05916
CL601Contig2	HCGP-BT-CO_05917
CL6020Contig1	HCGP-BT-CO_05918
CL6021Contig1	HCGP-BT-CO_05919
CL6022Contig1	HCGP-BT-CO_05920
CL6023Contig1	HCGP-BT-CO_05921
CL6024Contig1	HCGP-BT-CO_05922
CL6025Contig1	HCGP-BT-CO_05923
CL6026Contig1	HCGP-BT-CO_05924
CL6027Contig1	HCGP-BT-CO_05925
CL6028Contig1	HCGP-BT-CO_05926
CL6029Contig1	HCGP-BT-CO_05927
CL602Contig1	HCGP-BT-CO_05928
CL6030Contig1	HCGP-BT-CO_05929
CL6031Contig1	HCGP-BT-CO_05930
CL6032Contig1	HCGP-BT-CO_05931
CL6033Contig1	HCGP-BT-CO_05932
CL6034Contig1	HCGP-BT-CO_05933
CL6035Contig1	HCGP-BT-CO_05934
CL6036Contig1	HCGP-BT-CO_05935
CL6037Contig1	HCGP-BT-CO_05936
CL6039Contig1	HCGP-BT-CO_05937
CL603Contig1	HCGP-BT-CO_05938
CL603Contig2	HCGP-BT-CO_05939
CL6040Contig1	HCGP-BT-CO_05940
CL6041Contig1	HCGP-BT-CO_05941
CL6042Contig1	HCGP-BT-CO_05942
CL6043Contig1	HCGP-BT-CO_05943
CL6046Contig1	HCGP-BT-CO_05944
CL6047Contig1	HCGP-BT-CO_05945
CL6048Contig1	HCGP-BT-CO_05946
CL6049Contig1	HCGP-BT-CO_05947
CL604Contig1	HCGP-BT-CO_05948
CL6050Contig1	HCGP-BT-CO_05949
CL6051Contig1	HCGP-BT-CO_05950
CL6052Contig1	HCGP-BT-CO_05951
CL6053Contig1	HCGP-BT-CO_05952
CL6054Contig1	HCGP-BT-CO_05953
CL6055Contig1	HCGP-BT-CO_05954
CL6056Contig1	HCGP-BT-CO_05955
CL6057Contig1	HCGP-BT-CO_05956
CL6058Contig1	HCGP-BT-CO_05957
CL6059Contig1	HCGP-BT-CO_05958
CL605Contig1	HCGP-BT-CO_05959
CL6060Contig1	HCGP-BT-CO_05960
CL6061Contig1	HCGP-BT-CO_05961
CL6062Contig1	HCGP-BT-CO_05962
CL6063Contig1	HCGP-BT-CO_05963
CL6064Contig1	HCGP-BT-CO_05964
CL6065Contig1	HCGP-BT-CO_05965
CL6066Contig1	HCGP-BT-CO_05966
CL6067Contig1	HCGP-BT-CO_05967
CL6068Contig1	HCGP-BT-CO_05968
CL6069Contig1	HCGP-BT-CO_05969
CL606Contig1	HCGP-BT-CO_05970
CL6070Contig1	HCGP-BT-CO_05971
CL6071Contig1	HCGP-BT-CO_05972
CL6072Contig1	HCGP-BT-CO_05973
CL6073Contig1	HCGP-BT-CO_05974
CL6075Contig1	HCGP-BT-CO_05975
CL6076Contig1	HCGP-BT-CO_05976
CL6077Contig1	HCGP-BT-CO_05977
CL6078Contig1	HCGP-BT-CO_05978
CL6079Contig1	HCGP-BT-CO_05979
CL6080Contig1	HCGP-BT-CO_05980
CL6082Contig1	HCGP-BT-CO_05981
CL6083Contig1	HCGP-BT-CO_05982
CL6084Contig1	HCGP-BT-CO_05983
CL6085Contig1	HCGP-BT-CO_05984
CL6086Contig1	HCGP-BT-CO_05985
CL6087Contig1	HCGP-BT-CO_05986
CL6088Contig1	HCGP-BT-CO_05987
CL6089Contig1	HCGP-BT-CO_05988
CL608Contig1	HCGP-BT-CO_05989
CL608Contig2	HCGP-BT-CO_05990
CL6090Contig1	HCGP-BT-CO_05991
CL6091Contig1	HCGP-BT-CO_05992
CL6092Contig1	HCGP-BT-CO_05993
CL6093Contig1	HCGP-BT-CO_05994
CL6094Contig1	HCGP-BT-CO_05995
CL6095Contig1	HCGP-BT-CO_05996
CL6097Contig1	HCGP-BT-CO_05997
CL6098Contig1	HCGP-BT-CO_05998
CL6099Contig1	HCGP-BT-CO_05999
CL609Contig1	HCGP-BT-CO_06000
CL60Contig1	HCGP-BT-CO_06001
CL60Contig2	HCGP-BT-CO_06002
CL60Contig3	HCGP-BT-CO_06003
CL6100Contig1	HCGP-BT-CO_06004
CL6101Contig1	HCGP-BT-CO_06005
CL6102Contig1	HCGP-BT-CO_06006
CL6103Contig1	HCGP-BT-CO_06007
CL6104Contig1	HCGP-BT-CO_06008
CL6105Contig1	HCGP-BT-CO_06009
CL6106Contig1	HCGP-BT-CO_06010
CL6107Contig1	HCGP-BT-CO_06011
CL6108Contig1	HCGP-BT-CO_06012
CL6109Contig1	HCGP-BT-CO_06013
CL610Contig1	HCGP-BT-CO_06014
CL610Contig2	HCGP-BT-CO_06015
CL6110Contig1	HCGP-BT-CO_06016
CL6111Contig1	HCGP-BT-CO_06017
CL6112Contig1	HCGP-BT-CO_06018
CL6113Contig1	HCGP-BT-CO_06019
CL6114Contig1	HCGP-BT-CO_06020
CL6115Contig1	HCGP-BT-CO_06021
CL6116Contig1	HCGP-BT-CO_06022
CL6117Contig1	HCGP-BT-CO_06023
CL6118Contig1	HCGP-BT-CO_06024
CL611Contig1	HCGP-BT-CO_06025
CL6120Contig1	HCGP-BT-CO_06026
CL6121Contig1	HCGP-BT-CO_06027
CL6122Contig1	HCGP-BT-CO_06028
CL6123Contig1	HCGP-BT-CO_06029
CL6124Contig1	HCGP-BT-CO_06030
CL6125Contig1	HCGP-BT-CO_06031
CL6127Contig1	HCGP-BT-CO_06032
CL6128Contig1	HCGP-BT-CO_06033
CL6129Contig1	HCGP-BT-CO_06034
CL612Contig1	HCGP-BT-CO_06035
CL6130Contig1	HCGP-BT-CO_06036
CL6131Contig1	HCGP-BT-CO_06037
CL6133Contig1	HCGP-BT-CO_06038
CL6134Contig1	HCGP-BT-CO_06039
CL6135Contig1	HCGP-BT-CO_06040
CL6136Contig1	HCGP-BT-CO_06041
CL6137Contig1	HCGP-BT-CO_06042
CL6138Contig1	HCGP-BT-CO_06043
CL6139Contig1	HCGP-BT-CO_06044
CL613Contig1	HCGP-BT-CO_06045
CL6140Contig1	HCGP-BT-CO_06046
CL6141Contig1	HCGP-BT-CO_06047
CL6142Contig1	HCGP-BT-CO_06048
CL6143Contig1	HCGP-BT-CO_06049
CL6145Contig1	HCGP-BT-CO_06050
CL6146Contig1	HCGP-BT-CO_06051
CL6147Contig1	HCGP-BT-CO_06052
CL6149Contig1	HCGP-BT-CO_06053
CL614Contig1	HCGP-BT-CO_06054
CL6150Contig1	HCGP-BT-CO_06055
CL6151Contig1	HCGP-BT-CO_06056
CL6152Contig1	HCGP-BT-CO_06057
CL6153Contig1	HCGP-BT-CO_06058
CL6154Contig1	HCGP-BT-CO_06059
CL6156Contig1	HCGP-BT-CO_06060
CL6157Contig1	HCGP-BT-CO_06061
CL6158Contig1	HCGP-BT-CO_06062
CL6159Contig1	HCGP-BT-CO_06063
CL615Contig1	HCGP-BT-CO_06064
CL6160Contig1	HCGP-BT-CO_06065
CL6161Contig1	HCGP-BT-CO_06066
CL6162Contig1	HCGP-BT-CO_06067
CL6163Contig1	HCGP-BT-CO_06068
CL6165Contig1	HCGP-BT-CO_06069
CL6166Contig1	HCGP-BT-CO_06070
CL6167Contig1	HCGP-BT-CO_06071
CL6168Contig1	HCGP-BT-CO_06072
CL6169Contig1	HCGP-BT-CO_06073
CL616Contig1	HCGP-BT-CO_06074
CL6170Contig1	HCGP-BT-CO_06075
CL6172Contig1	HCGP-BT-CO_06076
CL6173Contig1	HCGP-BT-CO_06077
CL6175Contig1	HCGP-BT-CO_06078
CL6176Contig1	HCGP-BT-CO_06079
CL6177Contig1	HCGP-BT-CO_06080
CL6178Contig1	HCGP-BT-CO_06081
CL6179Contig1	HCGP-BT-CO_06082
CL617Contig1	HCGP-BT-CO_06083
CL6180Contig1	HCGP-BT-CO_06084
CL6181Contig1	HCGP-BT-CO_06085
CL6182Contig1	HCGP-BT-CO_06086
CL6183Contig1	HCGP-BT-CO_06087
CL6184Contig1	HCGP-BT-CO_06088
CL6185Contig1	HCGP-BT-CO_06089
CL6187Contig1	HCGP-BT-CO_06090
CL6188Contig1	HCGP-BT-CO_06091
CL6189Contig1	HCGP-BT-CO_06092
CL618Contig1	HCGP-BT-CO_06093
CL6190Contig1	HCGP-BT-CO_06094
CL6192Contig1	HCGP-BT-CO_06095
CL6193Contig1	HCGP-BT-CO_06096
CL6194Contig1	HCGP-BT-CO_06097
CL6195Contig1	HCGP-BT-CO_06098
CL6196Contig1	HCGP-BT-CO_06099
CL6197Contig1	HCGP-BT-CO_06100
CL6198Contig1	HCGP-BT-CO_06101
CL6199Contig1	HCGP-BT-CO_06102
CL619Contig1	HCGP-BT-CO_06103
CL61Contig1	HCGP-BT-CO_06104
CL6200Contig1	HCGP-BT-CO_06105
CL6201Contig1	HCGP-BT-CO_06106
CL6204Contig1	HCGP-BT-CO_06107
CL6205Contig1	HCGP-BT-CO_06108
CL6206Contig1	HCGP-BT-CO_06109
CL6207Contig1	HCGP-BT-CO_06110
CL6208Contig1	HCGP-BT-CO_06111
CL6209Contig1	HCGP-BT-CO_06112
CL620Contig1	HCGP-BT-CO_06113
CL620Contig2	HCGP-BT-CO_06114
CL6210Contig1	HCGP-BT-CO_06115
CL6211Contig1	HCGP-BT-CO_06116
CL6212Contig1	HCGP-BT-CO_06117
CL6214Contig1	HCGP-BT-CO_06118
CL6215Contig1	HCGP-BT-CO_06119
CL6216Contig1	HCGP-BT-CO_06120
CL6217Contig1	HCGP-BT-CO_06121
CL6218Contig1	HCGP-BT-CO_06122
CL6219Contig1	HCGP-BT-CO_06123
CL621Contig1	HCGP-BT-CO_06124
CL6220Contig1	HCGP-BT-CO_06125
CL6221Contig1	HCGP-BT-CO_06126
CL6222Contig1	HCGP-BT-CO_06127
CL6223Contig1	HCGP-BT-CO_06128
CL6224Contig1	HCGP-BT-CO_06129
CL6225Contig1	HCGP-BT-CO_06130
CL6226Contig1	HCGP-BT-CO_06131
CL6227Contig1	HCGP-BT-CO_06132
CL6228Contig1	HCGP-BT-CO_06133
CL6229Contig1	HCGP-BT-CO_06134
CL6230Contig1	HCGP-BT-CO_06135
CL6231Contig1	HCGP-BT-CO_06136
CL6232Contig1	HCGP-BT-CO_06137
CL6233Contig1	HCGP-BT-CO_06138
CL6234Contig1	HCGP-BT-CO_06139
CL6236Contig1	HCGP-BT-CO_06140
CL6237Contig1	HCGP-BT-CO_06141
CL6238Contig1	HCGP-BT-CO_06142
CL6239Contig1	HCGP-BT-CO_06143
CL623Contig1	HCGP-BT-CO_06144
CL6240Contig1	HCGP-BT-CO_06145
CL6241Contig1	HCGP-BT-CO_06146
CL6242Contig1	HCGP-BT-CO_06147
CL6243Contig1	HCGP-BT-CO_06148
CL6244Contig1	HCGP-BT-CO_06149
CL6245Contig1	HCGP-BT-CO_06150
CL6246Contig1	HCGP-BT-CO_06151
CL6247Contig1	HCGP-BT-CO_06152
CL6248Contig1	HCGP-BT-CO_06153
CL624Contig1	HCGP-BT-CO_06154
CL6250Contig1	HCGP-BT-CO_06155
CL6251Contig1	HCGP-BT-CO_06156
CL6252Contig1	HCGP-BT-CO_06157
CL6253Contig1	HCGP-BT-CO_06158
CL6254Contig1	HCGP-BT-CO_06159
CL6255Contig1	HCGP-BT-CO_06160
CL6256Contig1	HCGP-BT-CO_06161
CL6257Contig1	HCGP-BT-CO_06162
CL6258Contig1	HCGP-BT-CO_06163
CL6259Contig1	HCGP-BT-CO_06164
CL625Contig1	HCGP-BT-CO_06165
CL6260Contig1	HCGP-BT-CO_06166
CL6261Contig1	HCGP-BT-CO_06167
CL6262Contig1	HCGP-BT-CO_06168
CL6263Contig1	HCGP-BT-CO_06169
CL6264Contig1	HCGP-BT-CO_06170
CL6265Contig1	HCGP-BT-CO_06171
CL6266Contig1	HCGP-BT-CO_06172
CL6267Contig1	HCGP-BT-CO_06173
CL6268Contig1	HCGP-BT-CO_06174
CL6269Contig1	HCGP-BT-CO_06175
CL626Contig1	HCGP-BT-CO_06176
CL6270Contig1	HCGP-BT-CO_06177
CL6271Contig1	HCGP-BT-CO_06178
CL6273Contig1	HCGP-BT-CO_06179
CL6274Contig1	HCGP-BT-CO_06180
CL6275Contig1	HCGP-BT-CO_06181
CL6276Contig1	HCGP-BT-CO_06182
CL6277Contig1	HCGP-BT-CO_06183
CL6278Contig1	HCGP-BT-CO_06184
CL6279Contig1	HCGP-BT-CO_06185
CL627Contig1	HCGP-BT-CO_06186
CL6280Contig1	HCGP-BT-CO_06187
CL6281Contig1	HCGP-BT-CO_06188
CL6282Contig1	HCGP-BT-CO_06189
CL6283Contig1	HCGP-BT-CO_06190
CL6284Contig1	HCGP-BT-CO_06191
CL6285Contig1	HCGP-BT-CO_06192
CL6286Contig1	HCGP-BT-CO_06193
CL6287Contig1	HCGP-BT-CO_06194
CL6288Contig1	HCGP-BT-CO_06195
CL6289Contig1	HCGP-BT-CO_06196
CL628Contig1	HCGP-BT-CO_06197
CL628Contig2	HCGP-BT-CO_06198
CL6290Contig1	HCGP-BT-CO_06199
CL6291Contig1	HCGP-BT-CO_06200
CL6292Contig1	HCGP-BT-CO_06201
CL6293Contig1	HCGP-BT-CO_06202
CL6294Contig1	HCGP-BT-CO_06203
CL6295Contig1	HCGP-BT-CO_06204
CL6296Contig1	HCGP-BT-CO_06205
CL6297Contig1	HCGP-BT-CO_06206
CL6298Contig1	HCGP-BT-CO_06207
CL6299Contig1	HCGP-BT-CO_06208
CL629Contig1	HCGP-BT-CO_06209
CL6300Contig1	HCGP-BT-CO_06210
CL6301Contig1	HCGP-BT-CO_06211
CL6302Contig1	HCGP-BT-CO_06212
CL6303Contig1	HCGP-BT-CO_06213
CL6304Contig1	HCGP-BT-CO_06214
CL6305Contig1	HCGP-BT-CO_06215
CL6306Contig1	HCGP-BT-CO_06216
CL6307Contig1	HCGP-BT-CO_06217
CL6308Contig1	HCGP-BT-CO_06218
CL6309Contig1	HCGP-BT-CO_06219
CL630Contig1	HCGP-BT-CO_06220
CL6310Contig1	HCGP-BT-CO_06221
CL6311Contig1	HCGP-BT-CO_06222
CL6312Contig1	HCGP-BT-CO_06223
CL6313Contig1	HCGP-BT-CO_06224
CL6314Contig1	HCGP-BT-CO_06225
CL6315Contig1	HCGP-BT-CO_06226
CL6316Contig1	HCGP-BT-CO_06227
CL6317Contig1	HCGP-BT-CO_06228
CL6318Contig1	HCGP-BT-CO_06229
CL6319Contig1	HCGP-BT-CO_06230
CL631Contig1	HCGP-BT-CO_06231
CL631Contig2	HCGP-BT-CO_06232
CL6320Contig1	HCGP-BT-CO_06233
CL6321Contig1	HCGP-BT-CO_06234
CL6322Contig1	HCGP-BT-CO_06235
CL6323Contig1	HCGP-BT-CO_06236
CL6324Contig1	HCGP-BT-CO_06237
CL6325Contig1	HCGP-BT-CO_06238
CL6326Contig1	HCGP-BT-CO_06239
CL6327Contig1	HCGP-BT-CO_06240
CL6328Contig1	HCGP-BT-CO_06241
CL632Contig1	HCGP-BT-CO_06242
CL6330Contig1	HCGP-BT-CO_06243
CL6331Contig1	HCGP-BT-CO_06244
CL6332Contig1	HCGP-BT-CO_06245
CL6333Contig1	HCGP-BT-CO_06246
CL6334Contig1	HCGP-BT-CO_06247
CL6335Contig1	HCGP-BT-CO_06248
CL6336Contig1	HCGP-BT-CO_06249
CL6337Contig1	HCGP-BT-CO_06250
CL6338Contig1	HCGP-BT-CO_06251
CL6339Contig1	HCGP-BT-CO_06252
CL633Contig1	HCGP-BT-CO_06253
CL6340Contig1	HCGP-BT-CO_06254
CL6341Contig1	HCGP-BT-CO_06255
CL6342Contig1	HCGP-BT-CO_06256
CL6343Contig1	HCGP-BT-CO_06257
CL6344Contig1	HCGP-BT-CO_06258
CL6345Contig1	HCGP-BT-CO_06259
CL6346Contig1	HCGP-BT-CO_06260
CL6347Contig1	HCGP-BT-CO_06261
CL6348Contig1	HCGP-BT-CO_06262
CL6349Contig1	HCGP-BT-CO_06263
CL634Contig1	HCGP-BT-CO_06264
CL6350Contig1	HCGP-BT-CO_06265
CL6351Contig1	HCGP-BT-CO_06266
CL6352Contig1	HCGP-BT-CO_06267
CL6353Contig1	HCGP-BT-CO_06268
CL6355Contig1	HCGP-BT-CO_06269
CL6357Contig1	HCGP-BT-CO_06270
CL6358Contig1	HCGP-BT-CO_06271
CL635Contig1	HCGP-BT-CO_06272
CL6361Contig1	HCGP-BT-CO_06273
CL6362Contig1	HCGP-BT-CO_06274
CL6363Contig1	HCGP-BT-CO_06275
CL6364Contig1	HCGP-BT-CO_06276
CL6365Contig1	HCGP-BT-CO_06277
CL6366Contig1	HCGP-BT-CO_06278
CL6367Contig1	HCGP-BT-CO_06279
CL6368Contig1	HCGP-BT-CO_06280
CL636Contig1	HCGP-BT-CO_06281
CL636Contig2	HCGP-BT-CO_06282
CL6370Contig1	HCGP-BT-CO_06283
CL6371Contig1	HCGP-BT-CO_06284
CL6372Contig1	HCGP-BT-CO_06285
CL6373Contig1	HCGP-BT-CO_06286
CL6374Contig1	HCGP-BT-CO_06287
CL6375Contig1	HCGP-BT-CO_06288
CL6376Contig1	HCGP-BT-CO_06289
CL6377Contig1	HCGP-BT-CO_06290
CL6378Contig1	HCGP-BT-CO_06291
CL6379Contig1	HCGP-BT-CO_06292
CL637Contig1	HCGP-BT-CO_06293
CL6380Contig1	HCGP-BT-CO_06294
CL6381Contig1	HCGP-BT-CO_06295
CL6383Contig1	HCGP-BT-CO_06296
CL6384Contig1	HCGP-BT-CO_06297
CL6385Contig1	HCGP-BT-CO_06298
CL6386Contig1	HCGP-BT-CO_06299
CL6387Contig1	HCGP-BT-CO_06300
CL6388Contig1	HCGP-BT-CO_06301
CL638Contig1	HCGP-BT-CO_06302
CL6390Contig1	HCGP-BT-CO_06303
CL6391Contig1	HCGP-BT-CO_06304
CL6393Contig1	HCGP-BT-CO_06305
CL6394Contig1	HCGP-BT-CO_06306
CL6395Contig1	HCGP-BT-CO_06307
CL6396Contig1	HCGP-BT-CO_06308
CL6397Contig1	HCGP-BT-CO_06309
CL6398Contig1	HCGP-BT-CO_06310
CL6399Contig1	HCGP-BT-CO_06311
CL639Contig1	HCGP-BT-CO_06312
CL63Contig1	HCGP-BT-CO_06313
CL6400Contig1	HCGP-BT-CO_06314
CL6401Contig1	HCGP-BT-CO_06315
CL6402Contig1	HCGP-BT-CO_06316
CL6403Contig1	HCGP-BT-CO_06317
CL6404Contig1	HCGP-BT-CO_06318
CL6406Contig1	HCGP-BT-CO_06319
CL6407Contig1	HCGP-BT-CO_06320
CL6408Contig1	HCGP-BT-CO_06321
CL6409Contig1	HCGP-BT-CO_06322
CL640Contig1	HCGP-BT-CO_06323
CL640Contig2	HCGP-BT-CO_06324
CL6410Contig1	HCGP-BT-CO_06325
CL6411Contig1	HCGP-BT-CO_06326
CL6412Contig1	HCGP-BT-CO_06327
CL6414Contig1	HCGP-BT-CO_06328
CL6415Contig1	HCGP-BT-CO_06329
CL6416Contig1	HCGP-BT-CO_06330
CL6417Contig1	HCGP-BT-CO_06331
CL6418Contig1	HCGP-BT-CO_06332
CL6419Contig1	HCGP-BT-CO_06333
CL641Contig1	HCGP-BT-CO_06334
CL6420Contig1	HCGP-BT-CO_06335
CL6421Contig1	HCGP-BT-CO_06336
CL6422Contig1	HCGP-BT-CO_06337
CL6423Contig1	HCGP-BT-CO_06338
CL6424Contig1	HCGP-BT-CO_06339
CL6426Contig1	HCGP-BT-CO_06340
CL6427Contig1	HCGP-BT-CO_06341
CL6428Contig1	HCGP-BT-CO_06342
CL6429Contig1	HCGP-BT-CO_06343
CL642Contig1	HCGP-BT-CO_06344
CL6430Contig1	HCGP-BT-CO_06345
CL6431Contig1	HCGP-BT-CO_06346
CL6432Contig1	HCGP-BT-CO_06347
CL6434Contig1	HCGP-BT-CO_06348
CL6435Contig1	HCGP-BT-CO_06349
CL6436Contig1	HCGP-BT-CO_06350
CL6437Contig1	HCGP-BT-CO_06351
CL6438Contig1	HCGP-BT-CO_06352
CL6439Contig1	HCGP-BT-CO_06353
CL643Contig1	HCGP-BT-CO_06354
CL6440Contig1	HCGP-BT-CO_06355
CL6441Contig1	HCGP-BT-CO_06356
CL6442Contig1	HCGP-BT-CO_06357
CL6443Contig1	HCGP-BT-CO_06358
CL6444Contig1	HCGP-BT-CO_06359
CL6445Contig1	HCGP-BT-CO_06360
CL6446Contig1	HCGP-BT-CO_06361
CL6447Contig1	HCGP-BT-CO_06362
CL6448Contig1	HCGP-BT-CO_06363
CL6449Contig1	HCGP-BT-CO_06364
CL644Contig1	HCGP-BT-CO_06365
CL6450Contig1	HCGP-BT-CO_06366
CL6451Contig1	HCGP-BT-CO_06367
CL6452Contig1	HCGP-BT-CO_06368
CL6454Contig1	HCGP-BT-CO_06369
CL6455Contig1	HCGP-BT-CO_06370
CL6456Contig1	HCGP-BT-CO_06371
CL6457Contig1	HCGP-BT-CO_06372
CL6458Contig1	HCGP-BT-CO_06373
CL6459Contig1	HCGP-BT-CO_06374
CL645Contig1	HCGP-BT-CO_06375
CL6460Contig1	HCGP-BT-CO_06376
CL6461Contig1	HCGP-BT-CO_06377
CL6462Contig1	HCGP-BT-CO_06378
CL6463Contig1	HCGP-BT-CO_06379
CL6464Contig1	HCGP-BT-CO_06380
CL6465Contig1	HCGP-BT-CO_06381
CL6466Contig1	HCGP-BT-CO_06382
CL6467Contig1	HCGP-BT-CO_06383
CL6468Contig1	HCGP-BT-CO_06384
CL6469Contig1	HCGP-BT-CO_06385
CL646Contig1	HCGP-BT-CO_06386
CL6470Contig1	HCGP-BT-CO_06387
CL6471Contig1	HCGP-BT-CO_06388
CL6472Contig1	HCGP-BT-CO_06389
CL6473Contig1	HCGP-BT-CO_06390
CL6474Contig1	HCGP-BT-CO_06391
CL6475Contig1	HCGP-BT-CO_06392
CL6476Contig1	HCGP-BT-CO_06393
CL6478Contig1	HCGP-BT-CO_06394
CL647Contig1	HCGP-BT-CO_06395
CL6480Contig1	HCGP-BT-CO_06396
CL6481Contig1	HCGP-BT-CO_06397
CL6482Contig1	HCGP-BT-CO_06398
CL6483Contig1	HCGP-BT-CO_06399
CL6485Contig1	HCGP-BT-CO_06400
CL6486Contig1	HCGP-BT-CO_06401
CL6488Contig1	HCGP-BT-CO_06402
CL6489Contig1	HCGP-BT-CO_06403
CL648Contig1	HCGP-BT-CO_06404
CL6490Contig1	HCGP-BT-CO_06405
CL6491Contig1	HCGP-BT-CO_06406
CL6492Contig1	HCGP-BT-CO_06407
CL6493Contig1	HCGP-BT-CO_06408
CL6494Contig1	HCGP-BT-CO_06409
