#TGICL_NAME	CONTIG_NAME
CL1000Contig1	HCGP-BN-CO_00001
CL438Contig2	HCGP-BN-CO_03670
CL4390Contig1	HCGP-BN-CO_03671
CL4391Contig1	HCGP-BN-CO_03672
CL4392Contig1	HCGP-BN-CO_03673
CL4393Contig1	HCGP-BN-CO_03674
CL4394Contig1	HCGP-BN-CO_03675
CL4395Contig1	HCGP-BN-CO_03676
CL4396Contig1	HCGP-BN-CO_03677
CL4397Contig1	HCGP-BN-CO_03678
CL4398Contig1	HCGP-BN-CO_03679
CL4399Contig1	HCGP-BN-CO_03680
CL439Contig1	HCGP-BN-CO_03681
CL43Contig1	HCGP-BN-CO_03682
CL43Contig2	HCGP-BN-CO_03683
CL43Contig3	HCGP-BN-CO_03684
CL4400Contig1	HCGP-BN-CO_03685
CL4401Contig1	HCGP-BN-CO_03686
CL4402Contig1	HCGP-BN-CO_03687
CL4403Contig1	HCGP-BN-CO_03688
CL4404Contig1	HCGP-BN-CO_03689
CL4405Contig1	HCGP-BN-CO_03690
CL4407Contig1	HCGP-BN-CO_03691
CL4408Contig1	HCGP-BN-CO_03692
CL4409Contig1	HCGP-BN-CO_03693
CL440Contig1	HCGP-BN-CO_03694
CL4410Contig1	HCGP-BN-CO_03695
CL4411Contig1	HCGP-BN-CO_03696
CL4412Contig1	HCGP-BN-CO_03697
CL4413Contig1	HCGP-BN-CO_03698
CL4414Contig1	HCGP-BN-CO_03699
CL4415Contig1	HCGP-BN-CO_03700
CL4417Contig1	HCGP-BN-CO_03701
CL4418Contig1	HCGP-BN-CO_03702
CL4419Contig1	HCGP-BN-CO_03703
CL441Contig1	HCGP-BN-CO_03704
CL4420Contig1	HCGP-BN-CO_03705
CL4421Contig1	HCGP-BN-CO_03706
CL4422Contig1	HCGP-BN-CO_03707
CL4425Contig1	HCGP-BN-CO_03708
CL4426Contig1	HCGP-BN-CO_03709
CL4427Contig1	HCGP-BN-CO_03710
CL4428Contig1	HCGP-BN-CO_03711
CL4429Contig1	HCGP-BN-CO_03712
CL442Contig1	HCGP-BN-CO_03713
CL4430Contig1	HCGP-BN-CO_03714
CL4431Contig1	HCGP-BN-CO_03715
CL4432Contig1	HCGP-BN-CO_03716
CL4435Contig1	HCGP-BN-CO_03717
CL4436Contig1	HCGP-BN-CO_03718
CL4437Contig1	HCGP-BN-CO_03719
CL4438Contig1	HCGP-BN-CO_03720
CL4439Contig1	HCGP-BN-CO_03721
CL443Contig1	HCGP-BN-CO_03722
CL4440Contig1	HCGP-BN-CO_03723
CL4441Contig1	HCGP-BN-CO_03724
CL4442Contig1	HCGP-BN-CO_03725
CL4443Contig1	HCGP-BN-CO_03726
CL4444Contig1	HCGP-BN-CO_03727
CL4445Contig1	HCGP-BN-CO_03728
CL4447Contig1	HCGP-BN-CO_03729
CL4448Contig1	HCGP-BN-CO_03730
CL444Contig1	HCGP-BN-CO_03731
CL4450Contig1	HCGP-BN-CO_03732
CL4452Contig1	HCGP-BN-CO_03733
CL4453Contig1	HCGP-BN-CO_03734
CL4454Contig1	HCGP-BN-CO_03735
CL4457Contig1	HCGP-BN-CO_03736
CL4459Contig1	HCGP-BN-CO_03737
CL445Contig1	HCGP-BN-CO_03738
CL4461Contig1	HCGP-BN-CO_03739
CL4462Contig1	HCGP-BN-CO_03740
CL4463Contig1	HCGP-BN-CO_03741
CL4464Contig1	HCGP-BN-CO_03742
CL4466Contig1	HCGP-BN-CO_03743
CL4467Contig1	HCGP-BN-CO_03744
CL4468Contig1	HCGP-BN-CO_03745
CL4469Contig1	HCGP-BN-CO_03746
CL446Contig1	HCGP-BN-CO_03747
CL4470Contig1	HCGP-BN-CO_03748
CL4471Contig1	HCGP-BN-CO_03749
CL4473Contig1	HCGP-BN-CO_03750
CL4475Contig1	HCGP-BN-CO_03751
CL4476Contig1	HCGP-BN-CO_03752
CL4477Contig1	HCGP-BN-CO_03753
CL4478Contig1	HCGP-BN-CO_03754
CL4479Contig1	HCGP-BN-CO_03755
CL447Contig1	HCGP-BN-CO_03756
CL4480Contig1	HCGP-BN-CO_03757
CL4481Contig1	HCGP-BN-CO_03758
CL4482Contig1	HCGP-BN-CO_03759
CL4483Contig1	HCGP-BN-CO_03760
CL4484Contig1	HCGP-BN-CO_03761
CL4485Contig1	HCGP-BN-CO_03762
CL4486Contig1	HCGP-BN-CO_03763
CL4487Contig1	HCGP-BN-CO_03764
CL4488Contig1	HCGP-BN-CO_03765
CL448Contig1	HCGP-BN-CO_03766
CL4490Contig1	HCGP-BN-CO_03767
CL4491Contig1	HCGP-BN-CO_03768
CL4492Contig1	HCGP-BN-CO_03769
CL4493Contig1	HCGP-BN-CO_03770
CL4494Contig1	HCGP-BN-CO_03771
CL4495Contig1	HCGP-BN-CO_03772
CL4496Contig1	HCGP-BN-CO_03773
CL4497Contig1	HCGP-BN-CO_03774
CL4498Contig1	HCGP-BN-CO_03775
CL4499Contig1	HCGP-BN-CO_03776
CL449Contig1	HCGP-BN-CO_03777
CL44Contig1	HCGP-BN-CO_03778
CL44Contig2	HCGP-BN-CO_03779
CL4501Contig1	HCGP-BN-CO_03780
CL4502Contig1	HCGP-BN-CO_03781
CL4503Contig1	HCGP-BN-CO_03782
CL4504Contig1	HCGP-BN-CO_03783
CL4505Contig1	HCGP-BN-CO_03784
CL4506Contig1	HCGP-BN-CO_03785
CL4507Contig1	HCGP-BN-CO_03786
CL4508Contig1	HCGP-BN-CO_03787
CL4509Contig1	HCGP-BN-CO_03788
CL450Contig1	HCGP-BN-CO_03789
CL4511Contig1	HCGP-BN-CO_03790
CL4512Contig1	HCGP-BN-CO_03791
CL4513Contig1	HCGP-BN-CO_03792
CL4514Contig1	HCGP-BN-CO_03793
CL4515Contig1	HCGP-BN-CO_03794
CL4516Contig1	HCGP-BN-CO_03795
CL4517Contig1	HCGP-BN-CO_03796
CL4518Contig1	HCGP-BN-CO_03797
CL4519Contig1	HCGP-BN-CO_03798
CL451Contig1	HCGP-BN-CO_03799
CL451Contig2	HCGP-BN-CO_03800
CL4520Contig1	HCGP-BN-CO_03801
CL4521Contig1	HCGP-BN-CO_03802
CL4522Contig1	HCGP-BN-CO_03803
CL4523Contig1	HCGP-BN-CO_03804
CL4524Contig1	HCGP-BN-CO_03805
CL4525Contig1	HCGP-BN-CO_03806
CL4526Contig1	HCGP-BN-CO_03807
CL4527Contig1	HCGP-BN-CO_03808
CL4528Contig1	HCGP-BN-CO_03809
CL452Contig1	HCGP-BN-CO_03810
CL4530Contig1	HCGP-BN-CO_03811
CL4531Contig1	HCGP-BN-CO_03812
CL4532Contig1	HCGP-BN-CO_03813
CL4533Contig1	HCGP-BN-CO_03814
CL4534Contig1	HCGP-BN-CO_03815
CL4535Contig1	HCGP-BN-CO_03816
CL4536Contig1	HCGP-BN-CO_03817
CL4538Contig1	HCGP-BN-CO_03818
CL4539Contig1	HCGP-BN-CO_03819
CL453Contig1	HCGP-BN-CO_03820
CL4540Contig1	HCGP-BN-CO_03821
CL4541Contig1	HCGP-BN-CO_03822
CL4542Contig1	HCGP-BN-CO_03823
CL4543Contig1	HCGP-BN-CO_03824
CL4544Contig1	HCGP-BN-CO_03825
CL4546Contig1	HCGP-BN-CO_03826
CL4547Contig1	HCGP-BN-CO_03827
CL4548Contig1	HCGP-BN-CO_03828
CL4549Contig1	HCGP-BN-CO_03829
CL454Contig1	HCGP-BN-CO_03830
CL4550Contig1	HCGP-BN-CO_03831
CL4551Contig1	HCGP-BN-CO_03832
CL4552Contig1	HCGP-BN-CO_03833
CL4553Contig1	HCGP-BN-CO_03834
CL4554Contig1	HCGP-BN-CO_03835
CL4555Contig1	HCGP-BN-CO_03836
CL4556Contig1	HCGP-BN-CO_03837
CL4558Contig1	HCGP-BN-CO_03838
CL455Contig1	HCGP-BN-CO_03839
CL4560Contig1	HCGP-BN-CO_03840
CL4561Contig1	HCGP-BN-CO_03841
CL4562Contig1	HCGP-BN-CO_03842
CL4563Contig1	HCGP-BN-CO_03843
CL4564Contig1	HCGP-BN-CO_03844
CL4565Contig1	HCGP-BN-CO_03845
CL4566Contig1	HCGP-BN-CO_03846
CL4567Contig1	HCGP-BN-CO_03847
CL4568Contig1	HCGP-BN-CO_03848
CL4569Contig1	HCGP-BN-CO_03849
CL456Contig1	HCGP-BN-CO_03850
CL4571Contig1	HCGP-BN-CO_03851
CL4572Contig1	HCGP-BN-CO_03852
CL4573Contig1	HCGP-BN-CO_03853
CL4574Contig1	HCGP-BN-CO_03854
CL4575Contig1	HCGP-BN-CO_03855
CL4576Contig1	HCGP-BN-CO_03856
CL4577Contig1	HCGP-BN-CO_03857
CL4578Contig1	HCGP-BN-CO_03858
CL4579Contig1	HCGP-BN-CO_03859
CL457Contig1	HCGP-BN-CO_03860
CL4581Contig1	HCGP-BN-CO_03861
CL4582Contig1	HCGP-BN-CO_03862
CL4583Contig1	HCGP-BN-CO_03863
CL4584Contig1	HCGP-BN-CO_03864
CL4586Contig1	HCGP-BN-CO_03865
CL4588Contig1	HCGP-BN-CO_03866
CL458Contig1	HCGP-BN-CO_03867
CL4590Contig1	HCGP-BN-CO_03868
CL4591Contig1	HCGP-BN-CO_03869
CL4592Contig1	HCGP-BN-CO_03870
CL4593Contig1	HCGP-BN-CO_03871
CL4594Contig1	HCGP-BN-CO_03872
CL4595Contig1	HCGP-BN-CO_03873
CL4597Contig1	HCGP-BN-CO_03874
CL4598Contig1	HCGP-BN-CO_03875
CL4599Contig1	HCGP-BN-CO_03876
CL459Contig1	HCGP-BN-CO_03877
CL459Contig2	HCGP-BN-CO_03878
CL45Contig1	HCGP-BN-CO_03879
CL45Contig2	HCGP-BN-CO_03880
CL4600Contig1	HCGP-BN-CO_03881
CL4601Contig1	HCGP-BN-CO_03882
CL4603Contig1	HCGP-BN-CO_03883
CL4605Contig1	HCGP-BN-CO_03884
CL4607Contig1	HCGP-BN-CO_03885
CL4608Contig1	HCGP-BN-CO_03886
CL4609Contig1	HCGP-BN-CO_03887
CL460Contig1	HCGP-BN-CO_03888
CL4610Contig1	HCGP-BN-CO_03889
CL4611Contig1	HCGP-BN-CO_03890
CL4612Contig1	HCGP-BN-CO_03891
CL4613Contig1	HCGP-BN-CO_03892
CL4614Contig1	HCGP-BN-CO_03893
CL4616Contig1	HCGP-BN-CO_03894
CL4618Contig1	HCGP-BN-CO_03895
CL4619Contig1	HCGP-BN-CO_03896
CL461Contig1	HCGP-BN-CO_03897
CL4621Contig1	HCGP-BN-CO_03898
CL4622Contig1	HCGP-BN-CO_03899
CL4624Contig1	HCGP-BN-CO_03900
CL4625Contig1	HCGP-BN-CO_03901
CL4626Contig1	HCGP-BN-CO_03902
CL4627Contig1	HCGP-BN-CO_03903
CL4628Contig1	HCGP-BN-CO_03904
CL4629Contig1	HCGP-BN-CO_03905
CL462Contig1	HCGP-BN-CO_03906
CL4630Contig1	HCGP-BN-CO_03907
CL4631Contig1	HCGP-BN-CO_03908
CL4632Contig1	HCGP-BN-CO_03909
CL4634Contig1	HCGP-BN-CO_03910
CL4635Contig1	HCGP-BN-CO_03911
CL4637Contig1	HCGP-BN-CO_03912
CL4638Contig1	HCGP-BN-CO_03913
CL4639Contig1	HCGP-BN-CO_03914
CL463Contig1	HCGP-BN-CO_03915
CL4641Contig1	HCGP-BN-CO_03916
CL4642Contig1	HCGP-BN-CO_03917
CL4643Contig1	HCGP-BN-CO_03918
CL4644Contig1	HCGP-BN-CO_03919
CL4645Contig1	HCGP-BN-CO_03920
CL4647Contig1	HCGP-BN-CO_03921
CL4648Contig1	HCGP-BN-CO_03922
CL4649Contig1	HCGP-BN-CO_03923
CL464Contig1	HCGP-BN-CO_03924
CL464Contig2	HCGP-BN-CO_03925
CL4650Contig1	HCGP-BN-CO_03926
CL4653Contig1	HCGP-BN-CO_03927
CL4655Contig1	HCGP-BN-CO_03928
CL4656Contig1	HCGP-BN-CO_03929
CL4657Contig1	HCGP-BN-CO_03930
CL4658Contig1	HCGP-BN-CO_03931
CL4659Contig1	HCGP-BN-CO_03932
CL4660Contig1	HCGP-BN-CO_03933
CL4661Contig1	HCGP-BN-CO_03934
CL4662Contig1	HCGP-BN-CO_03935
CL4663Contig1	HCGP-BN-CO_03936
CL4665Contig1	HCGP-BN-CO_03937
CL4666Contig1	HCGP-BN-CO_03938
CL4667Contig1	HCGP-BN-CO_03939
CL4668Contig1	HCGP-BN-CO_03940
CL4669Contig1	HCGP-BN-CO_03941
CL466Contig1	HCGP-BN-CO_03942
CL466Contig2	HCGP-BN-CO_03943
CL4670Contig1	HCGP-BN-CO_03944
CL4671Contig1	HCGP-BN-CO_03945
CL4672Contig1	HCGP-BN-CO_03946
CL4673Contig1	HCGP-BN-CO_03947
CL4674Contig1	HCGP-BN-CO_03948
CL4675Contig1	HCGP-BN-CO_03949
CL4676Contig1	HCGP-BN-CO_03950
CL4678Contig1	HCGP-BN-CO_03951
CL4679Contig1	HCGP-BN-CO_03952
CL467Contig1	HCGP-BN-CO_03953
CL4680Contig1	HCGP-BN-CO_03954
CL4681Contig1	HCGP-BN-CO_03955
CL4682Contig1	HCGP-BN-CO_03956
CL4684Contig1	HCGP-BN-CO_03957
CL4685Contig1	HCGP-BN-CO_03958
CL4687Contig1	HCGP-BN-CO_03959
CL4688Contig1	HCGP-BN-CO_03960
CL4689Contig1	HCGP-BN-CO_03961
CL468Contig1	HCGP-BN-CO_03962
CL4690Contig1	HCGP-BN-CO_03963
CL4691Contig1	HCGP-BN-CO_03964
CL4693Contig1	HCGP-BN-CO_03965
CL4694Contig1	HCGP-BN-CO_03966
CL4695Contig1	HCGP-BN-CO_03967
CL4696Contig1	HCGP-BN-CO_03968
CL4697Contig1	HCGP-BN-CO_03969
CL4698Contig1	HCGP-BN-CO_03970
CL469Contig1	HCGP-BN-CO_03971
CL46Contig1	HCGP-BN-CO_03972
CL46Contig2	HCGP-BN-CO_03973
CL4700Contig1	HCGP-BN-CO_03974
CL4701Contig1	HCGP-BN-CO_03975
CL4704Contig1	HCGP-BN-CO_03976
CL4705Contig1	HCGP-BN-CO_03977
CL4706Contig1	HCGP-BN-CO_03978
CL4707Contig1	HCGP-BN-CO_03979
CL4708Contig1	HCGP-BN-CO_03980
CL4709Contig1	HCGP-BN-CO_03981
CL470Contig1	HCGP-BN-CO_03982
CL4710Contig1	HCGP-BN-CO_03983
CL4711Contig1	HCGP-BN-CO_03984
CL4712Contig1	HCGP-BN-CO_03985
CL4713Contig1	HCGP-BN-CO_03986
CL4714Contig1	HCGP-BN-CO_03987
CL4715Contig1	HCGP-BN-CO_03988
CL4716Contig1	HCGP-BN-CO_03989
CL4717Contig1	HCGP-BN-CO_03990
CL4718Contig1	HCGP-BN-CO_03991
CL4719Contig1	HCGP-BN-CO_03992
CL471Contig1	HCGP-BN-CO_03993
CL4720Contig1	HCGP-BN-CO_03994
CL4721Contig1	HCGP-BN-CO_03995
CL4722Contig1	HCGP-BN-CO_03996
CL4723Contig1	HCGP-BN-CO_03997
CL4724Contig1	HCGP-BN-CO_03998
CL4726Contig1	HCGP-BN-CO_03999
CL4727Contig1	HCGP-BN-CO_04000
CL4728Contig1	HCGP-BN-CO_04001
CL472Contig1	HCGP-BN-CO_04002
CL4730Contig1	HCGP-BN-CO_04003
CL4731Contig1	HCGP-BN-CO_04004
CL4732Contig1	HCGP-BN-CO_04005
CL4733Contig1	HCGP-BN-CO_04006
CL4734Contig1	HCGP-BN-CO_04007
CL4736Contig1	HCGP-BN-CO_04008
CL4737Contig1	HCGP-BN-CO_04009
CL4739Contig1	HCGP-BN-CO_04010
CL473Contig1	HCGP-BN-CO_04011
CL4740Contig1	HCGP-BN-CO_04012
CL4741Contig1	HCGP-BN-CO_04013
CL4742Contig1	HCGP-BN-CO_04014
CL4743Contig1	HCGP-BN-CO_04015
CL4744Contig1	HCGP-BN-CO_04016
CL4745Contig1	HCGP-BN-CO_04017
CL4746Contig1	HCGP-BN-CO_04018
CL4748Contig1	HCGP-BN-CO_04019
CL4749Contig1	HCGP-BN-CO_04020
CL474Contig1	HCGP-BN-CO_04021
CL4750Contig1	HCGP-BN-CO_04022
CL4751Contig1	HCGP-BN-CO_04023
CL4752Contig1	HCGP-BN-CO_04024
CL4753Contig1	HCGP-BN-CO_04025
CL4754Contig1	HCGP-BN-CO_04026
CL4755Contig1	HCGP-BN-CO_04027
CL4756Contig1	HCGP-BN-CO_04028
CL4757Contig1	HCGP-BN-CO_04029
CL4758Contig1	HCGP-BN-CO_04030
CL4759Contig1	HCGP-BN-CO_04031
CL475Contig1	HCGP-BN-CO_04032
CL4760Contig1	HCGP-BN-CO_04033
CL4761Contig1	HCGP-BN-CO_04034
CL4762Contig1	HCGP-BN-CO_04035
CL4764Contig1	HCGP-BN-CO_04036
CL4765Contig1	HCGP-BN-CO_04037
CL4767Contig1	HCGP-BN-CO_04038
CL4768Contig1	HCGP-BN-CO_04039
CL4769Contig1	HCGP-BN-CO_04040
CL476Contig1	HCGP-BN-CO_04041
CL4770Contig1	HCGP-BN-CO_04042
CL4771Contig1	HCGP-BN-CO_04043
CL4772Contig1	HCGP-BN-CO_04044
CL4773Contig1	HCGP-BN-CO_04045
CL4774Contig1	HCGP-BN-CO_04046
CL4775Contig1	HCGP-BN-CO_04047
CL4776Contig1	HCGP-BN-CO_04048
CL4777Contig1	HCGP-BN-CO_04049
CL4779Contig1	HCGP-BN-CO_04050
CL4780Contig1	HCGP-BN-CO_04051
CL4781Contig1	HCGP-BN-CO_04052
CL4782Contig1	HCGP-BN-CO_04053
CL4783Contig1	HCGP-BN-CO_04054
CL4784Contig1	HCGP-BN-CO_04055
CL4785Contig1	HCGP-BN-CO_04056
CL4786Contig1	HCGP-BN-CO_04057
CL4787Contig1	HCGP-BN-CO_04058
CL478Contig1	HCGP-BN-CO_04059
CL4790Contig1	HCGP-BN-CO_04060
CL4791Contig1	HCGP-BN-CO_04061
CL4792Contig1	HCGP-BN-CO_04062
CL4795Contig1	HCGP-BN-CO_04063
CL4796Contig1	HCGP-BN-CO_04064
CL4797Contig1	HCGP-BN-CO_04065
CL4798Contig1	HCGP-BN-CO_04066
CL4799Contig1	HCGP-BN-CO_04067
CL479Contig1	HCGP-BN-CO_04068
CL47Contig1	HCGP-BN-CO_04069
CL47Contig2	HCGP-BN-CO_04070
CL4800Contig1	HCGP-BN-CO_04071
CL4801Contig1	HCGP-BN-CO_04072
CL4802Contig1	HCGP-BN-CO_04073
CL4803Contig1	HCGP-BN-CO_04074
CL4804Contig1	HCGP-BN-CO_04075
CL4805Contig1	HCGP-BN-CO_04076
CL4806Contig1	HCGP-BN-CO_04077
CL4807Contig1	HCGP-BN-CO_04078
CL4808Contig1	HCGP-BN-CO_04079
CL4809Contig1	HCGP-BN-CO_04080
CL480Contig1	HCGP-BN-CO_04081
CL4810Contig1	HCGP-BN-CO_04082
CL4811Contig1	HCGP-BN-CO_04083
CL4812Contig1	HCGP-BN-CO_04084
CL4813Contig1	HCGP-BN-CO_04085
CL4815Contig1	HCGP-BN-CO_04086
CL4816Contig1	HCGP-BN-CO_04087
CL4817Contig1	HCGP-BN-CO_04088
CL4818Contig1	HCGP-BN-CO_04089
CL4819Contig1	HCGP-BN-CO_04090
CL481Contig1	HCGP-BN-CO_04091
CL4821Contig1	HCGP-BN-CO_04092
CL4822Contig1	HCGP-BN-CO_04093
CL4823Contig1	HCGP-BN-CO_04094
CL4824Contig1	HCGP-BN-CO_04095
CL4825Contig1	HCGP-BN-CO_04096
CL4826Contig1	HCGP-BN-CO_04097
CL4827Contig1	HCGP-BN-CO_04098
CL4828Contig1	HCGP-BN-CO_04099
CL4829Contig1	HCGP-BN-CO_04100
CL482Contig1	HCGP-BN-CO_04101
CL4830Contig1	HCGP-BN-CO_04102
CL4831Contig1	HCGP-BN-CO_04103
CL4832Contig1	HCGP-BN-CO_04104
CL4833Contig1	HCGP-BN-CO_04105
CL4834Contig1	HCGP-BN-CO_04106
CL4835Contig1	HCGP-BN-CO_04107
CL4836Contig1	HCGP-BN-CO_04108
CL4837Contig1	HCGP-BN-CO_04109
CL4838Contig1	HCGP-BN-CO_04110
CL4839Contig1	HCGP-BN-CO_04111
CL483Contig1	HCGP-BN-CO_04112
CL4840Contig1	HCGP-BN-CO_04113
CL4841Contig1	HCGP-BN-CO_04114
CL4842Contig1	HCGP-BN-CO_04115
CL4843Contig1	HCGP-BN-CO_04116
CL4844Contig1	HCGP-BN-CO_04117
CL4845Contig1	HCGP-BN-CO_04118
CL4846Contig1	HCGP-BN-CO_04119
CL4847Contig1	HCGP-BN-CO_04120
CL4848Contig1	HCGP-BN-CO_04121
CL484Contig1	HCGP-BN-CO_04122
CL4850Contig1	HCGP-BN-CO_04123
CL4851Contig1	HCGP-BN-CO_04124
CL4852Contig1	HCGP-BN-CO_04125
CL4853Contig1	HCGP-BN-CO_04126
CL4854Contig1	HCGP-BN-CO_04127
CL4855Contig1	HCGP-BN-CO_04128
CL4856Contig1	HCGP-BN-CO_04129
CL4857Contig1	HCGP-BN-CO_04130
CL4858Contig1	HCGP-BN-CO_04131
CL485Contig1	HCGP-BN-CO_04132
CL4860Contig1	HCGP-BN-CO_04133
CL4862Contig1	HCGP-BN-CO_04134
CL4863Contig1	HCGP-BN-CO_04135
CL4864Contig1	HCGP-BN-CO_04136
CL4865Contig1	HCGP-BN-CO_04137
CL4867Contig1	HCGP-BN-CO_04138
CL4868Contig1	HCGP-BN-CO_04139
CL4869Contig1	HCGP-BN-CO_04140
CL486Contig1	HCGP-BN-CO_04141
CL4870Contig1	HCGP-BN-CO_04142
CL4871Contig1	HCGP-BN-CO_04143
CL4872Contig1	HCGP-BN-CO_04144
CL4873Contig1	HCGP-BN-CO_04145
CL4874Contig1	HCGP-BN-CO_04146
CL4876Contig1	HCGP-BN-CO_04147
CL4877Contig1	HCGP-BN-CO_04148
CL4878Contig1	HCGP-BN-CO_04149
CL4879Contig1	HCGP-BN-CO_04150
CL487Contig1	HCGP-BN-CO_04151
CL4880Contig1	HCGP-BN-CO_04152
CL4881Contig1	HCGP-BN-CO_04153
CL4882Contig1	HCGP-BN-CO_04154
CL4883Contig1	HCGP-BN-CO_04155
CL4884Contig1	HCGP-BN-CO_04156
CL4885Contig1	HCGP-BN-CO_04157
CL4886Contig1	HCGP-BN-CO_04158
CL4887Contig1	HCGP-BN-CO_04159
CL4889Contig1	HCGP-BN-CO_04160
CL488Contig1	HCGP-BN-CO_04161
CL4890Contig1	HCGP-BN-CO_04162
CL4891Contig1	HCGP-BN-CO_04163
CL4892Contig1	HCGP-BN-CO_04164
CL4893Contig1	HCGP-BN-CO_04165
CL4894Contig1	HCGP-BN-CO_04166
CL4895Contig1	HCGP-BN-CO_04167
CL4896Contig1	HCGP-BN-CO_04168
CL4897Contig1	HCGP-BN-CO_04169
CL489Contig1	HCGP-BN-CO_04170
CL48Contig1	HCGP-BN-CO_04171
CL48Contig2	HCGP-BN-CO_04172
CL48Contig3	HCGP-BN-CO_04173
CL4900Contig1	HCGP-BN-CO_04174
CL4901Contig1	HCGP-BN-CO_04175
CL4902Contig1	HCGP-BN-CO_04176
CL4903Contig1	HCGP-BN-CO_04177
CL4904Contig1	HCGP-BN-CO_04178
CL4905Contig1	HCGP-BN-CO_04179
CL4906Contig1	HCGP-BN-CO_04180
CL4907Contig1	HCGP-BN-CO_04181
CL4908Contig1	HCGP-BN-CO_04182
CL4909Contig1	HCGP-BN-CO_04183
CL4910Contig1	HCGP-BN-CO_04184
CL4911Contig1	HCGP-BN-CO_04185
CL4912Contig1	HCGP-BN-CO_04186
CL4914Contig1	HCGP-BN-CO_04187
CL4915Contig1	HCGP-BN-CO_04188
CL4916Contig1	HCGP-BN-CO_04189
CL4917Contig1	HCGP-BN-CO_04190
CL4918Contig1	HCGP-BN-CO_04191
CL4919Contig1	HCGP-BN-CO_04192
CL491Contig1	HCGP-BN-CO_04193
CL4920Contig1	HCGP-BN-CO_04194
CL4921Contig1	HCGP-BN-CO_04195
CL4922Contig1	HCGP-BN-CO_04196
CL4923Contig1	HCGP-BN-CO_04197
CL4924Contig1	HCGP-BN-CO_04198
CL4925Contig1	HCGP-BN-CO_04199
CL4928Contig1	HCGP-BN-CO_04200
CL4929Contig1	HCGP-BN-CO_04201
CL492Contig1	HCGP-BN-CO_04202
CL4930Contig1	HCGP-BN-CO_04203
CL4932Contig1	HCGP-BN-CO_04204
CL4933Contig1	HCGP-BN-CO_04205
CL4934Contig1	HCGP-BN-CO_04206
CL4935Contig1	HCGP-BN-CO_04207
CL4936Contig1	HCGP-BN-CO_04208
CL4937Contig1	HCGP-BN-CO_04209
CL4938Contig1	HCGP-BN-CO_04210
CL4939Contig1	HCGP-BN-CO_04211
CL493Contig1	HCGP-BN-CO_04212
CL493Contig2	HCGP-BN-CO_04213
CL4942Contig1	HCGP-BN-CO_04214
CL4944Contig1	HCGP-BN-CO_04215
CL4945Contig1	HCGP-BN-CO_04216
CL4948Contig1	HCGP-BN-CO_04217
CL494Contig1	HCGP-BN-CO_04218
CL4950Contig1	HCGP-BN-CO_04219
CL4951Contig1	HCGP-BN-CO_04220
CL4952Contig1	HCGP-BN-CO_04221
CL4953Contig1	HCGP-BN-CO_04222
CL4954Contig1	HCGP-BN-CO_04223
CL4955Contig1	HCGP-BN-CO_04224
CL4956Contig1	HCGP-BN-CO_04225
CL4957Contig1	HCGP-BN-CO_04226
CL4958Contig1	HCGP-BN-CO_04227
CL4959Contig1	HCGP-BN-CO_04228
CL495Contig1	HCGP-BN-CO_04229
CL4960Contig1	HCGP-BN-CO_04230
CL4961Contig1	HCGP-BN-CO_04231
CL4962Contig1	HCGP-BN-CO_04232
CL4963Contig1	HCGP-BN-CO_04233
CL4964Contig1	HCGP-BN-CO_04234
CL4965Contig1	HCGP-BN-CO_04235
CL4966Contig1	HCGP-BN-CO_04236
CL4967Contig1	HCGP-BN-CO_04237
CL4968Contig1	HCGP-BN-CO_04238
CL4969Contig1	HCGP-BN-CO_04239
CL496Contig1	HCGP-BN-CO_04240
CL4970Contig1	HCGP-BN-CO_04241
CL4971Contig1	HCGP-BN-CO_04242
CL4972Contig1	HCGP-BN-CO_04243
CL4974Contig1	HCGP-BN-CO_04244
CL4975Contig1	HCGP-BN-CO_04245
CL4976Contig1	HCGP-BN-CO_04246
CL4977Contig1	HCGP-BN-CO_04247
CL4978Contig1	HCGP-BN-CO_04248
CL4979Contig1	HCGP-BN-CO_04249
CL4980Contig1	HCGP-BN-CO_04250
CL4981Contig1	HCGP-BN-CO_04251
CL4985Contig1	HCGP-BN-CO_04252
CL4986Contig1	HCGP-BN-CO_04253
CL4987Contig1	HCGP-BN-CO_04254
CL4988Contig1	HCGP-BN-CO_04255
CL4989Contig1	HCGP-BN-CO_04256
CL498Contig1	HCGP-BN-CO_04257
CL4990Contig1	HCGP-BN-CO_04258
CL4991Contig1	HCGP-BN-CO_04259
CL4992Contig1	HCGP-BN-CO_04260
CL4993Contig1	HCGP-BN-CO_04261
CL4994Contig1	HCGP-BN-CO_04262
CL4995Contig1	HCGP-BN-CO_04263
CL4996Contig1	HCGP-BN-CO_04264
CL4997Contig1	HCGP-BN-CO_04265
CL4998Contig1	HCGP-BN-CO_04266
CL4999Contig1	HCGP-BN-CO_04267
CL499Contig1	HCGP-BN-CO_04268
CL49Contig1	HCGP-BN-CO_04269
CL49Contig2	HCGP-BN-CO_04270
CL49Contig3	HCGP-BN-CO_04271
CL4Contig1	HCGP-BN-CO_04272
CL5000Contig1	HCGP-BN-CO_04273
CL5001Contig1	HCGP-BN-CO_04274
CL5002Contig1	HCGP-BN-CO_04275
CL5005Contig1	HCGP-BN-CO_04276
CL5006Contig1	HCGP-BN-CO_04277
CL5007Contig1	HCGP-BN-CO_04278
CL5008Contig1	HCGP-BN-CO_04279
